độ	586 238 636 256
AST	636 238 686 256
(GOT)	686 238 736 256
(Máu),	736 238 786 256
Định	786 238 836 256
lượng	836 238 886 256
Cholesterol	886 238 936 256
toàn	34 256 93 274
phần	93 256 152 274
(máu),	152 256 211 274
Định	211 256 271 274
lượng	271 256 330 274
Creatinin	330 256 389 274
(máu),	389 256 448 274
Định	448 256 507 274
lượng	507 256 567 274
Glucose	567 256 626 274
(Máu),	626 256 685 274
Định	685 256 744 274
lượng	744 256 803 274
HbAIc	803 256 863 274
(Máu)	863 256 922 274
Định	36 274 106 293
lượng	106 274 176 293
HDL-C	176 274 246 293
(High	246 274 315 293
density	315 274 385 293
lipoprotein	385 274 455 293
Cholesterol)	455 274 525 293
(Máu),	525 274 594 293
Định	594 274 664 293
lượng	664 274 734 293
Triglycerid	734 274 803 293
(máu)	803 274 873 293
(Máu)	873 274 943 293
Định	36 291 84 310
lượng	84 291 131 310
Urê	131 291 178 310
máu	178 291 226 310
[Máu],	226 291 273 310
Tổng	273 291 321 310
phân	321 291 368 310
tích	368 291 415 310
nước	415 291 463 310
tiểu	463 291 510 310
(Bằng	510 291 557 310
máy	557 291 605 310
tự	605 291 652 310
động);	652 291 700 310
Chẩn	36 310 82 328
đoán:	82 310 128 328
E11	128 310 175 328
-	175 310 221 328
Bệnh	221 310 267 328
đái	267 310 313 328
tháo	313 310 359 328
đường	359 310 405 328
không	405 310 451 328
phụ	451 310 497 328
thuộc	497 310 543 328
insulin	543 310 589 328
1)	60 414 152 440
GLUCOFAST	152 414 244 440
500	244 414 336 440
500mg	336 414 428 440
SL:	781 414 831 437
68	831 414 881 437
Viên	881 414 931 437
Ghi	44 438 88 462
chú	88 438 131 462
Uống	131 438 175 462
sau	175 438 218 462
khi	218 438 261 462
ăn:	261 438 305 462
Chiều	675 440 714 457
1	714 440 753 457
Viên	753 440 793 457
Sáng	380 442 418 460
1	418 442 456 460
Viên	456 442 494 460
Cộng	43 468 97 485
khoản:	97 468 151 485
1	151 468 205 485
khoản	205 468 259 485
Lời	43 489 85 507
dặn	85 489 127 507
đơn	127 489 169 507
thuốc:	169 489 211 507
Ngày	43 513 94 535
hẹn	94 513 146 535
tái	146 513 197 535
khám:	197 513 248 535
Thứ	248 513 300 535
tư,	300 513 351 535
11/09/2019	351 513 402 535
Ngày	636 547 726 566
08/08/2019	726 547 815 566
Bệnh	85 565 128 582
nhân	128 565 172 582
kỳ	172 565 215 582
nhận	215 565 259 582
Y,	650 572 680 589
Bác	680 572 710 589
sĩ	710 572 740 589
điều	740 572 771 589
trị	771 572 801 589
BS.	603 642 660 663
Hoàng	660 642 717 663
Thị	717 642 773 663
Hường	773 642 830 663
Tái	43 693 88 713
khám	88 693 132 713
xin	132 693 177 713
mang	177 693 222 713
theo	222 693 267 713
đơn,	267 693 311 713
xét	311 693 356 713
nghiệm,	356 693 401 713
phim	401 693 446 713
(nếu	446 693 490 713
có)	490 693 535 713
16/05/2021	773 730 867 746
16:46:12	867 730 960 746

1/1	76 26 148 54
PK	34 83 67 105
Số	67 83 100 105
7	100 83 132 105
[Mắt]	132 83 165 105
Số	489 85 564 114
phiếu	564 85 639 114
15919/2021	639 85 714 114
4713774	822 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
MS	246 193 282 210
35	481 193 509 210
207	573 193 613 210
25569	669 193 736 210
2	327 194 344 209
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chấn	36 254 80 274
đoán:	80 254 123 274
J02	123 254 167 274
-	167 254 210 274
Viêm	210 254 253 274
họng	253 254 297 274
cấp;	297 254 340 274
(J30.3)	340 254 384 274
Viêm	384 254 427 274
mũi	427 254 471 274
dị	471 254 514 274
ứng	514 254 557 274
khác	557 254 601 274
1)	60 361 159 385
CEFADROXIL	159 361 257 385
500MG	257 361 356 385
0,5g	356 361 455 385
SL:	782 361 831 382
20	831 361 880 382
Viên	880 361 928 382
Ghi	44 384 100 407
chú	100 384 155 407
Uống:	155 384 210 407
Tối	822 386 855 404
2	855 386 888 404
Viên	888 386 921 404
Sáng	380 388 418 407
2	418 388 456 407
Viên	456 388 494 407
2)	57 409 152 435
SERGUROP	152 409 247 435
10mg	247 409 342 435
SL:	782 410 827 430
5	827 410 872 430
Viên	872 410 917 430
Ghi	44 432 100 456
chú	100 432 155 456
Uống:	155 432 210 456
Tối	822 435 855 452
1	855 435 888 452
Viên	888 435 921 452
3)	57 457 157 484
PANACTOL	157 457 257 484
500mg	257 457 357 484
SL:	782 458 831 479
10	831 458 880 479
Viên	880 458 928 479
Ghi	44 481 100 504
chú	100 481 155 504
Uống:	155 481 210 504
Tối	822 484 855 500
1	855 484 888 500
Viên	888 484 921 500
Sáng	380 485 418 504
1	418 485 456 504
Viên	456 485 494 504
Cộng	43 512 97 530
khoản:	97 512 151 530
3	151 512 205 530
khoản	205 512 259 530
Lời	43 533 85 551
dặn	85 533 127 551
đơn	127 533 169 551
thuốc:	169 533 211 551
Ngày	43 558 86 575
hẹn	86 558 130 575
tái	130 558 173 575
khám:	173 558 217 575
Ngày	636 591 726 609
17/03/2021	726 591 815 609
Bệnh	85 609 128 626
nhân	128 609 172 626
ký	172 609 215 626
nhận	215 609 259 626
Y,	650 614 680 633
Bác	680 614 710 633
sĩ	710 614 740 633
điều	740 614 771 633
trị	771 614 801 633
BS.	606 684 661 707
Lương	661 684 717 707
Tiến	717 684 772 707
Dũng	772 684 827 707
Tái	43 736 88 757
khám	88 736 132 757
xin	132 736 177 757
mang	177 736 222 757
theo	222 736 267 757
đơn,	267 736 311 757
xét	311 736 356 757
nghiệm,	356 736 401 757
phim	401 736 446 757
(nếu	446 736 490 757
có)	490 736 535 757
06/05/2021	771 774 865 789
21:31:14	865 774 960 789

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
56954/2019	642 85 718 114
4698256	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
BT	246 193 281 209
35	481 193 509 209
209	573 193 615 210
36677	669 193 736 210
2	327 194 344 209
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 238 90 256
lâm	90 238 144 256
sàng:	144 238 198 256
Định	198 238 252 256
lượng	252 238 306 256
Glucose	306 238 360 256
[Máu];	360 238 414 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 361 152 385
GLUCOFAST	152 361 244 385
500	244 361 336 385
500mg	336 361 428 385
SL:	782 361 831 382
60	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 458 96 479
hẹn	96 458 148 479
tái	148 458 201 479
khám:	201 458 253 479
Thứ	253 458 306 479
sáu,	306 458 359 479
11/10/2019	359 458 411 479
Ngày	636 494 726 512
11/09/2019	726 494 815 512
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BS.	603 588 660 609
Hoàng	660 588 717 609
Thị	717 588 773 609
Hường	773 588 830 609
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
16/05/2021	773 677 867 693
16:46:18	867 677 960 693

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
71606/2018	642 85 718 114
4659566	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	481 193 509 209
210	573 193 615 210
00068	672 193 736 210
2	327 194 344 209
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 78 256
lâm	78 237 121 256
sàng:	121 237 163 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 360 152 385
GLUCOFAST	152 360 244 385
500	244 360 336 385
500mg	336 360 428 385
SL:	782 361 831 382
58	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 458 96 479
hẹn	96 458 148 479
tái	148 458 201 479
khám:	201 458 253 479
Thứ	253 458 306 479
sáu,	306 458 359 479
14/12/2018	359 458 411 479
Ngày	636 490 727 513
15/11/2018	727 490 818 513
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BS.	603 588 660 609
Hoàng	660 588 717 609
Thị	717 588 773 609
Hường	773 588 830 609
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
13/05/2021	773 677 867 693
12:38:24	867 677 960 693

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
35041/2019	642 85 718 114
4775622	823 94 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 209
209	573 193 613 210
26741	669 193 734 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 238 90 256
lâm	90 238 144 256
sàng:	144 238 198 256
Định	198 238 252 256
lượng	252 238 306 256
Glucose	306 238 360 256
[Máu];	360 238 414 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 361 152 385
GLUCOFAST	152 361 244 385
500	244 361 336 385
500mg	336 361 428 385
SL:	782 361 831 382
60	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 458 96 479
hẹn	96 458 148 479
tái	148 458 201 479
khám:	201 458 253 479
Thứ	253 458 306 479
sáu,	306 458 359 479
05/07/2019	359 458 411 479
Ngày	636 490 727 513
05/06/2019	727 490 818 513
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BS.	603 588 660 609
Hoàng	660 588 717 609
Thị	717 588 773 609
Hường	773 588 830 609
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
21/05/2021	771 677 865 693
16:24:05	865 677 960 693

1/1	76 26 148 54
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
55960/2019	642 85 718 114
4775622	823 94 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 209
209	573 193 613 210
26741	669 193 734 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 238 90 256
lâm	90 238 144 256
sàng:	144 238 198 256
Định	198 238 252 256
lượng	252 238 306 256
Glucose	306 238 360 256
[Máu];	360 238 414 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 361 152 385
GLUCOFAST	152 361 244 385
500	244 361 336 385
500mg	336 361 428 385
SL:	782 361 831 382
64	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 458 94 479
hẹn	94 458 146 479
tái	146 458 197 479
khám:	197 458 248 479
Thứ	248 458 300 479
ba,	300 458 351 479
08/10/2019	351 458 402 479
Ngày	636 494 726 512
06/09/2019	726 494 815 512
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BS.	603 588 660 609
Hoàng	660 588 717 609
Thị	717 588 773 609
Hường	773 588 830 609
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
21/05/2021	771 677 865 693
16:24:23	865 677 960 693

Khoa	34 56 86 72
Khám	86 56 139 72
bệnh	139 56 192 72
PK	34 83 69 104
Số	69 83 105 104
5.1	105 83 140 104
[TĐ]	140 83 176 104
Số	489 85 565 114
phiếu	565 85 642 114
66505/2018	642 85 718 114
4730704	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	481 193 509 209
207	573 193 613 210
10829	672 193 736 210
35	394 194 423 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 238 90 256
lâm	90 238 144 256
sàng:	144 238 198 256
Định	198 238 252 256
lượng	252 238 306 256
Glucose	306 238 360 256
[Máu];	360 238 414 256
Chẩn	36 256 82 274
đoán:	82 256 128 274
E11	128 256 175 274
-	175 256 221 274
Bệnh	221 256 267 274
đái	267 256 313 274
tháo	313 256 359 274
đường	359 256 405 274
không	405 256 451 274
phụ	451 256 497 274
thuộc	497 256 543 274
insulin	543 256 589 274
1)	60 361 152 385
GLUCOFAST	152 361 244 385
500	244 361 336 385
500mg	336 361 428 385
SL:	782 361 831 382
58	831 361 880 382
Viên	880 361 928 382
Ghi	44 385 88 409
chú	88 385 131 409
Uống	131 385 175 409
sau	175 385 218 409
khi	218 385 261 409
ăn:	261 385 305 409
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 458 96 479
hẹn	96 458 148 479
tái	148 458 201 479
khám:	201 458 253 479
Thứ	253 458 306 479
sáu,	306 458 359 479
23/11/2018	359 458 411 479
Ngày	636 490 727 513
25/10/2018	727 490 818 513
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BS.	603 588 660 609
Hoàng	660 588 717 609
Thị	717 588 773 609
Hường	773 588 830 609
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
13/05/2021	773 677 867 693
16:54:52	867 677 960 693

Khoa	32 63 84 80
Khám	84 63 136 80
bệnh	136 63 188 80
Bốc	31 91 73 114
khám	73 91 116 114
Tiểu	116 91 159 114
đường	159 91 201 114
2	201 91 244 114
Số	481 94 556 120
phiếu	556 94 631 120
37695/2021	631 94 706 120
5098549	813 103 893 118
TOA	336 121 443 151
THUỐC	443 121 550 151
BHYT	550 121 657 151
Nam	804 157 849 171
Nữ	888 157 919 173
205	565 201 604 218
92213	660 201 726 218
2	321 203 339 218
35	388 203 417 218
35	473 203 501 218
lần/phút	214 225 274 243
Huyết	274 225 334 243
áp:	334 225 394 243
mmHg	586 225 641 245
Thân	641 225 697 245
nhiệt:	697 225 753 245
37	753 225 808 245
Mạch:	32 228 91 243
80	114 228 139 241
130	432 228 534 241
Cận	32 245 83 265
lâm	83 245 134 265
sàng:	134 245 186 265
Chụp	186 245 237 265
Xquang	237 245 288 265
ngực	288 245 340 265
thẳng	340 245 391 265
Chần	32 263 80 282
đoán:	80 263 127 282
Ell	127 263 175 282
-	175 263 223 282
Bệnh	223 263 271 282
đái	271 263 319 282
tháo	319 263 366 282
đường	366 263 414 282
không	414 263 462 282
phụ	462 263 510 282
thuộc	510 263 558 282
insuline;	558 263 606 282
(140)	606 263 653 282
Viêm	653 263 701 282
phế	701 263 749 282
quản	749 263 797 282
không	797 263 845 282
xác	845 263 893 282
định	893 263 940 282
được	32 282 70 300
là	70 282 108 300
cấp	108 282 146 300
hay	146 282 185 300
mãn	185 282 223 300
tính	223 282 261 300
TD	261 282 300 300
LAO	300 282 338 300
1)	55 368 153 395
MEGLUCON	153 368 252 395
1000	252 368 350 395
1000mg	350 368 448 395
SL:	771 370 820 388
30	820 370 868 388
Viên	868 370 917 388
Ghi	42 391 85 418
chú	85 391 127 418
Uống	127 391 170 418
sau	170 391 213 418
khi	213 391 255 418
ăn:	255 391 298 418
Tối	810 395 842 412
1	842 395 874 412
Viên	874 395 906 412
2)	55 418 130 443
PYME	130 418 205 443
DIAPRO	205 418 280 443
MR	280 418 354 443
30mg	354 418 429 443
SL:	771 420 820 440
30	820 420 868 440
Viên	868 420 917 440
Ghi	42 440 87 466
chú	87 440 133 466
Uống	133 440 178 466
trước	178 440 223 466
khi	223 440 268 466
ăn:	268 440 313 466
Sáng	373 445 411 463
1	411 445 448 463
Viên	448 445 486 463
3)	56 468 159 491
HAPENXIN	159 468 261 491
CAPSULES	261 468 364 491
0,5g	364 468 466 491
SL:	771 468 820 488
20	820 468 868 488
Viên	868 468 917 488
Ghi	42 491 96 512
chú	96 491 150 512
uống:	150 491 204 512
Chiều	666 493 706 509
2	706 493 746 509
Viên	746 493 786 509
Sáng	373 495 411 512
2	411 495 448 512
Viên	448 495 486 512
Cộng	38 520 91 540
khoản:	91 520 144 540
3	144 520 197 540
khoản	197 520 250 540
Lời	39 541 93 560
dặn	93 541 146 560
đơn	146 541 200 560
thuốc:	200 541 254 560
KHám	254 541 308 560
Lại	308 541 362 560
1/9/2021	362 541 416 560
Ngày	39 568 82 585
hẹn	82 568 126 585
tái	126 568 169 585
khám:	169 568 213 585
Ngày	627 601 715 618
02/08/2021	715 601 803 618
Bệnh	80 618 123 635
nhân	123 618 166 635
ký	166 618 210 635
nhận	210 618 253 635
Y,	640 626 671 643
Bác	671 626 701 643
sĩ	701 626 732 643
điều	732 626 762 643
trị	762 626 793 643
BS.	596 690 652 718
Nguyễn	652 690 707 718
Đức	707 690 763 718
Thái	763 690 819 718
Tái	38 746 83 766
khám	83 746 128 766
xin	128 746 173 766
mang	173 746 219 766
theo	219 746 264 766
đơn,	264 746 309 766
xét	309 746 354 766
nghiệm,	354 746 400 766
phim	400 746 445 766
(nếu	445 746 490 766
có)	490 746 535 766
04/01/2022	762 785 854 800
23:46:46	854 785 946 800

1/1	76 26 148 54
PK	34 83 68 105
SỐ	68 83 102 105
3	102 83 136 105
[NHI]	136 83 171 105
Số	489 85 564 114
phiếu	564 85 639 114
19560/2021	639 85 714 114
4822567	823 93 905 110
TOA	342 114 450 142
THUỐC	450 114 557 142
BHYT	557 114 665 142
Nam	815 149 861 165
Nữ	901 149 931 165
35	394 193 423 210
35	481 193 509 209
207	573 193 613 210
64345	669 193 736 210
MMHg	592 215 655 238
Thân	655 215 718 238
nhiệt:	718 215 781 238
lần/phút	221 216 280 235
Huyết	280 216 339 235
áp:	339 216 398 235
Mạch:	36 218 96 233
Cận	36 237 75 256
lâm	75 237 113 256
sàng:	113 237 151 256
siêu	151 237 189 256
âm	189 237 227 256
ổ	227 237 265 256
bụng	265 237 303 256
Chấn	36 256 81 274
đoán:	81 256 126 274
R10.4	126 256 171 274
-	171 256 215 274
Đau	215 256 260 274
bụng	260 256 305 274
không	305 256 350 274
xác	350 256 394 274
định	394 256 439 274
và	439 256 484 274
đau	484 256 528 274
bụng	528 256 573 274
khác;	573 256 618 274
(K30)	618 256 663 274
Khó	663 256 707 274
tiêu	707 256 752 274
chức	752 256 797 274
năng	797 256 842 274
1)	60 361 181 385
AVARINO	181 361 302 385
60mg+300mg	302 361 423 385
SL:	782 361 831 382
10	831 361 880 382
Viên	880 361 928 382
Ghi	44 383 100 408
chú	100 383 155 408
Uống:	155 383 210 408
Chiều	675 386 714 404
1	714 386 753 404
Viên	753 386 793 404
Sáng	380 388 418 407
1	418 388 456 407
Viên	456 388 494 407
Cộng	43 414 97 432
khoản:	97 414 151 432
1	151 414 205 432
khoản	205 414 259 432
Lời	43 435 85 454
dặn	85 435 127 454
đơn	127 435 169 454
thuốc:	169 435 211 454
Ngày	43 459 86 479
hẹn	86 459 130 479
tái	130 459 173 479
khám:	173 459 217 479
Ngày	636 494 726 512
02/04/2021	726 494 815 512
Bệnh	85 510 128 528
nhân	128 510 172 528
ký	172 510 215 528
nhận	215 510 259 528
Y,	650 516 680 537
Bác	680 516 710 537
sĩ	710 516 740 537
điều	740 516 771 537
trị	771 516 801 537
BSCKI.	601 584 660 609
Hà	660 584 719 609
Đức	719 584 778 609
Thắng	778 584 838 609
Tái	43 640 88 659
khám	88 640 132 659
xin	132 640 177 659
mang	177 640 222 659
theo	222 640 267 659
đơn,	267 640 311 659
xét	311 640 356 659
nghiệm,	356 640 401 659
phim	401 640 446 659
(nếu	446 640 490 659
có)	490 640 535 659
09/05/2021	771 677 865 693
22:25:59	865 677 960 693

1/1	74 32 149 54
PK	32 74 66 92
Số	66 74 100 92
2	100 74 133 92
[Nội]	133 74 167 92
Số	483 78 558 97
phiếu	558 78 633 97
29889/2019	633 78 709 97
4927646	811 82 896 96
TOA	336 97 444 121
THUỐC	444 97 551 121
BHYT	551 97 659 121
Nam	806 126 849 137
Nữ	892 126 922 137
960	563 157 607 171
38153	664 159 728 171
lần/phút	220 177 279 190
Huyết	279 177 337 190
áp:	337 177 396 190
Mạch:	36 179 94 190
MMHg	587 179 649 191
Thân	649 179 711 191
nhiệt:	711 179 774 191
Cận	36 192 77 206
lâm	77 192 119 206
sàng:	119 192 161 206
Chấn	33 202 80 219
đoán:	80 202 127 219
B02	127 202 174 219
-	174 202 220 219
Bệnh	220 202 267 219
Zoster	267 202 314 219
(nhiễm	314 202 361 219
Herpes	361 202 407 219
zoster):	407 202 454 219
(LO8)	454 202 501 219
Nhiễm	501 202 548 219
khuẩn	548 202 594 219
khu	594 202 641 219
trú	641 202 688 219
khác	688 202 735 219
của	735 202 781 219
da	781 202 828 219
và	828 202 875 219
mô	875 202 922 219
dưới	36 219 71 230
da	71 219 106 230
SL:	771 283 819 300
10	819 283 867 300
Viên	867 283 915 300
1)	59 283 155 302
MEDIPLEX	155 283 251 302
800mg	251 283 348 302
Ghi	44 301 98 320
chú	98 301 153 320
Uống:	153 301 207 320
Sáng	372 303 411 321
1	411 303 450 321
Viên	450 303 489 321
Chiều	664 304 705 316
1	705 304 745 316
Viên	745 304 785 316
2)	57 319 136 340
MYPARA	136 319 215 340
500	215 319 294 340
500mg	294 319 374 340
SL:	771 321 819 337
10	819 321 867 337
Viên	867 321 915 337
Chiều	664 340 705 354
1	705 340 745 354
Viên	745 340 785 354
Ghi	45 340 96 356
chú	96 340 146 356
Uống	146 340 197 356
Sáng	374 341 411 355
1	411 341 449 355
Viên	449 341 487 355
3)	57 355 155 376
CEFADROXIL	155 355 254 376
0,5g	254 355 353 376
SL:	771 357 819 373
20	819 357 867 373
Viên	867 357 915 373
Sáng	374 377 411 393
2	411 377 449 393
Viên	449 377 487 393
Chiều	664 377 705 390
2	705 377 745 390
Viên	745 377 785 390
Ghi	48 378 97 392
chú	97 378 146 392
Uống	146 378 196 392
Cộng	42 397 96 411
khoản:	96 397 149 411
3	149 397 202 411
khoản	202 397 255 411
Lời	42 415 84 427
dặn	84 415 125 427
đơn	125 415 167 427
thuốc:	167 415 209 427
Ngày	40 433 84 447
hẹn	84 433 128 447
tái	128 433 172 447
khám:	172 433 216 447
